"","source","target","type.x","time","dwell","arrivaldate","name.x.x","type.y","date.x","qty.x.x","id.x","name.x","type.x.x","date.x.x","qty.x","source.y","type.y.x","date.y.x","name.y","type.x.y","date.x.y","qty.y","type.y.y","date.y.y","name.y.y","type","date.y","qty.y.y","suspect_arrival2"
"2570","City of South Paackland","seawaysavvy102","Event.TransportEvent.TransponderPing","2035-09-03T23:11:58.207925",53094.167461,"2035-09-03",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_2488299b","Event.Transaction","2035-09-04",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-04",NA,"Entity.Document.DeliveryReport","2035-09-04","17.5","2035-09-04"
"2571","City of South Paackland","seawaysavvy102","Event.TransportEvent.TransponderPing","2035-10-06T00:58:51.153432",52342.141088,"2035-10-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_24092ad2","Event.Transaction","2035-10-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-07",NA,"Entity.Document.DeliveryReport","2035-10-07","15","2035-10-07"
"2572","City of South Paackland","seawaysavvy102","Event.TransportEvent.TransponderPing","2035-10-06T00:58:51.153432",52342.141088,"2035-10-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2648108f","Event.Transaction","2035-10-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-07",NA,"Entity.Document.DeliveryReport","2035-10-07","39","2035-10-07"
"2573","City of South Paackland","seawaysavvy102","Event.TransportEvent.TransponderPing","2035-10-06T00:58:51.153432",52342.141088,"2035-10-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_29494175","Event.Transaction","2035-10-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-07",NA,"Entity.Document.DeliveryReport","2035-10-07","6","2035-10-07"
"2574","City of South Paackland","seawaysavvy102","Event.TransportEvent.TransponderPing","2035-10-06T00:58:51.153432",52342.141088,"2035-10-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_30033354","Event.Transaction","2035-10-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-07",NA,"Entity.Document.DeliveryReport","2035-10-07","-4.5","2035-10-07"
"2575","City of South Paackland","seawaysavvy102","Event.TransportEvent.TransponderPing","2035-10-06T00:58:51.153432",52342.141088,"2035-10-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_26254355","Event.Transaction","2035-10-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-07",NA,"Entity.Document.DeliveryReport","2035-10-07","-3.75","2035-10-07"
"2576","City of South Paackland","seawaysavvy102","Event.TransportEvent.TransponderPing","2035-10-06T00:58:51.153432",52342.141088,"2035-10-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_27882e60","Event.Transaction","2035-10-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-07",NA,"Entity.Document.DeliveryReport","2035-10-07","54.375","2035-10-07"
"2577","City of South Paackland","seawaysavvy102","Event.TransportEvent.TransponderPing","2035-10-06T00:58:51.153432",52342.141088,"2035-10-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_272735a5","Event.Transaction","2035-10-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-07",NA,"Entity.Document.DeliveryReport","2035-10-07","25","2035-10-07"
"2578","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-08-07T15:23:18.274514",51482.46611,"2035-08-07",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2507818c","Event.Transaction","2035-08-08",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-08",NA,"Entity.Document.DeliveryReport","2035-08-08","25.375","2035-08-08"
"2579","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-08-07T15:23:18.274514",51482.46611,"2035-08-07",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_3015300c","Event.Transaction","2035-08-08",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-08",NA,"Entity.Document.DeliveryReport","2035-08-08","7.875","2035-08-08"
"2580","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-08-07T15:23:18.274514",51482.46611,"2035-08-07",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_2939020b","Event.Transaction","2035-08-08",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-08",NA,"Entity.Document.DeliveryReport","2035-08-08","34.375","2035-08-08"
"2581","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_23985513","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","43.125","2035-11-28"
"2582","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_27228a03","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","6","2035-11-28"
"2583","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_29671c72","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","27.5","2035-11-28"
"2584","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_30151578","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","10.125","2035-11-28"
"2585","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_24505cca","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","26.25","2035-11-28"
"2586","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_258460cd","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","0","2035-11-28"
"2587","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_28317fd9","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","22","2035-11-28"
"2588","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_249279ed","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","14","2035-11-28"
"2589","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_28834337","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","15","2035-11-28"
"2590","City of South Paackland","nauticalnavigatorabd","Event.TransportEvent.TransponderPing","2035-11-27T11:40:15.793427",51478.696417,"2035-11-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscisosseusb6d","Offidiaa/Piscis osseus","Entity.Commodity.Fish",NA,NA,"cargo_2035_25745d4d","Event.Transaction","2035-11-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-28",NA,"Entity.Document.DeliveryReport","2035-11-28","-1","2035-11-28"
"2591","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-05-23T09:45:04.336362",60651.479236,"2035-05-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_3001893d","Event.Transaction","2035-05-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-05-24",NA,"Entity.Document.DeliveryReport","2035-05-24","23.625","2035-05-24"
"2592","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-05-23T09:45:04.336362",60651.479236,"2035-05-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_260361c4","Event.Transaction","2035-05-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-05-24",NA,"Entity.Document.DeliveryReport","2035-05-24","-5.625","2035-05-24"
"2593","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-09-12T14:33:35.743552",60281.940456,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_23965a72","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","10.625","2035-09-13"
"2594","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-09-12T14:33:35.743552",60281.940456,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_27166b4f","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","1","2035-09-13"
"2595","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-09-12T14:33:35.743552",60281.940456,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_27309e82","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","41","2035-09-13"
"2596","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-09-12T14:33:35.743552",60281.940456,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_27602f19","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","30","2035-09-13"
"2597","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-09-12T14:33:35.743552",60281.940456,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_28366ed2","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","30","2035-09-13"
"2598","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-09-12T14:33:35.743552",60281.940456,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_2426886d","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","13.5","2035-09-13"
"2599","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-09-12T14:33:35.743552",60281.940456,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_26474214","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","33","2035-09-13"
"2600","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-09-12T14:33:35.743552",60281.940456,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_29848a88","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","13.5","2035-09-13"
"2601","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-02T05:44:57.347783",54329.745325,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2419446e","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","19.375","2035-10-03"
"2602","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-02T05:44:57.347783",54329.745325,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_24891edd","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","27.125","2035-10-03"
"2603","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-02T05:44:57.347783",54329.745325,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2509676b","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","20.125","2035-10-03"
"2604","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-02T05:44:57.347783",54329.745325,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_25813d36","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","2.375","2035-10-03"
"2605","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-02T05:44:57.347783",54329.745325,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_28343c5d","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","56","2035-10-03"
"2606","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-02T05:44:57.347783",54329.745325,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_30393df9","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","22.75","2035-10-03"
"2607","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-02T05:44:57.347783",54329.745325,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_28851cd5","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","12.5","2035-10-03"
"2608","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-29T17:27:49.091869",53099.526201,"2035-10-29",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_25830628","Event.Transaction","2035-10-30",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-30",NA,"Entity.Document.DeliveryReport","2035-10-30","3","2035-10-30"
"2609","City of South Paackland","nauticalnomad11356","Event.TransportEvent.TransponderPing","2035-10-29T17:27:49.091869",53099.526201,"2035-10-29",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_24908db7","Event.Transaction","2035-10-30",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-30",NA,"Entity.Document.DeliveryReport","2035-10-30","37.625","2035-10-30"
"2610","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-06-02T00:39:09.750943",58731.882052,"2035-06-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_30025175","Event.Transaction","2035-06-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-06-03",NA,"Entity.Document.DeliveryReport","2035-06-03","18","2035-06-03"
"2611","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-22T19:55:13.395418",71083.979932,"2035-08-22",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_264689cf","Event.Transaction","2035-08-23",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-23",NA,"Entity.Document.DeliveryReport","2035-08-23","61.5","2035-08-23"
"2612","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-22T19:55:13.395418",71083.979932,"2035-08-22",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_26445c03","Event.Transaction","2035-08-23",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-23",NA,"Entity.Document.DeliveryReport","2035-08-23","35","2035-08-23"
"2613","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-22T19:55:13.395418",71083.979932,"2035-08-22",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_270944f3","Event.Transaction","2035-08-23",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-23",NA,"Entity.Document.DeliveryReport","2035-08-23","41.25","2035-08-23"
"2614","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-22T19:55:13.395418",71083.979932,"2035-08-22",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_29506247","Event.Transaction","2035-08-23",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-23",NA,"Entity.Document.DeliveryReport","2035-08-23","8.625","2035-08-23"
"2615","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-30T20:05:18.475102",47185.303703,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_23961648","Event.Transaction","2035-08-31",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-31",NA,"Entity.Document.DeliveryReport","2035-08-31","36.25","2035-08-31"
"2616","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-30T20:05:18.475102",47185.303703,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2508606f","Event.Transaction","2035-08-31",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-31",NA,"Entity.Document.DeliveryReport","2035-08-31","25.375","2035-08-31"
"2617","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-30T20:05:18.475102",47185.303703,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_300120af","Event.Transaction","2035-08-31",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-31",NA,"Entity.Document.DeliveryReport","2035-08-31","-4.5","2035-08-31"
"2618","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-30T20:05:18.475102",47185.303703,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_3038348f","Event.Transaction","2035-08-31",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-31",NA,"Entity.Document.DeliveryReport","2035-08-31","-3.5","2035-08-31"
"2619","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-30T20:05:18.475102",47185.303703,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_28179f0c","Event.Transaction","2035-08-31",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-31",NA,"Entity.Document.DeliveryReport","2035-08-31","3","2035-08-31"
"2620","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-30T20:05:18.475102",47185.303703,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_28337739","Event.Transaction","2035-08-31",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-31",NA,"Entity.Document.DeliveryReport","2035-08-31","62","2035-08-31"
"2621","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-30T20:05:18.475102",47185.303703,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_294052ec","Event.Transaction","2035-08-31",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-31",NA,"Entity.Document.DeliveryReport","2035-08-31","-5.5","2035-08-31"
"2622","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-08-30T20:05:18.475102",47185.303703,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_2986599e","Event.Transaction","2035-08-31",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-31",NA,"Entity.Document.DeliveryReport","2035-08-31","2.25","2035-08-31"
"2623","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-11-08T11:33:13.509447",55359.149241,"2035-11-08",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2707320e","Event.Transaction","2035-11-09",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-09",NA,"Entity.Document.DeliveryReport","2035-11-09","26.25","2035-11-09"
"2624","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-11-08T11:33:13.509447",55359.149241,"2035-11-08",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_27256a4d","Event.Transaction","2035-11-09",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-09",NA,"Entity.Document.DeliveryReport","2035-11-09","4","2035-11-09"
"2625","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-11-08T11:33:13.509447",55359.149241,"2035-11-08",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_25835f67","Event.Transaction","2035-11-09",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-09",NA,"Entity.Document.DeliveryReport","2035-11-09","3","2035-11-09"
"2626","City of South Paackland","seasystem3e22","Event.TransportEvent.TransponderPing","2035-11-08T11:33:13.509447",55359.149241,"2035-11-08",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_249144c2","Event.Transaction","2035-11-09",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-09",NA,"Entity.Document.DeliveryReport","2035-11-09","25.375","2035-11-09"
