"","source","target","type.x","time","dwell","arrivaldate","name","type.y","date","qty"
"6988","Cod Table","sturdyd7f","Event.TransportEvent.TransponderPing","2035-11-21T14:26:32.681465",5946.209663,"2035-11-21",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"6989","Cod Table","sturdyd7f","Event.TransportEvent.TransponderPing","2035-11-29T14:26:27.685047",5485.561845,"2035-11-29",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"6990","Cod Table","oceanicodyssey5dd","Event.TransportEvent.TransponderPing","2035-02-03T14:00:00",5548.241952,"2035-02-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"6991","Cod Table","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-02-03T16:00:00",4959.116358,"2035-02-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"6992","Cod Table","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-05-02T21:24:22.550642",6066.881972,"2035-05-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"6993","Cod Table","seasystem3e22","Event.TransportEvent.TransponderPing","2035-02-04T13:21:50.695556",5069.02555,"2035-02-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"6994","Cod Table","seasystem3e22","Event.TransportEvent.TransponderPing","2035-03-14T15:20:45.572220",4500.470228,"2035-03-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"6995","Cod Table","seasystem3e22","Event.TransportEvent.TransponderPing","2035-05-15T06:19:51.823247",4393.387585,"2035-05-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"6996","Cod Table","seasystem3e22","Event.TransportEvent.TransponderPing","2035-11-09T02:18:59.269794",4464.775521,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"6997","Cod Table","transcontinentalcf3","Event.TransportEvent.TransponderPing","2035-02-06T23:26:48.423827",5821.624398,"2035-02-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"6998","Cod Table","transcontinentalcf3","Event.TransportEvent.TransponderPing","2035-03-27T09:26:43.541969",6107.816076,"2035-03-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"6999","Cod Table","transcontinentalcf3","Event.TransportEvent.TransponderPing","2035-08-14T13:24:40.627671",5983.08583,"2035-08-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"7000","Cod Table","transcontinentalcf3","Event.TransportEvent.TransponderPing","2035-09-08T01:07:56.403831",5899.727304,"2035-09-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"7001","Cod Table","nauticalnucleusc5a","Event.TransportEvent.TransponderPing","2035-02-07T04:27:02.554806",7332.581626,"2035-02-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"7002","Cod Table","nauticalnucleusc5a","Event.TransportEvent.TransponderPing","2035-06-21T00:28:35.030269",6664.783656,"2035-06-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"7003","Cod Table","nauticalnucleusc5a","Event.TransportEvent.TransponderPing","2035-07-16T11:47:01.862319",10693.019117,"2035-07-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"7004","Cod Table","harborholdings797","Event.TransportEvent.TransponderPing","2035-02-09T06:36:53.758027",4471.820087,"2035-02-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"7005","Cod Table","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-02-14T06:39:55.787401",4822.209329,"2035-02-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"7006","Cod Table","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-02-14T23:00:00",3920.111068,"2035-02-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"7007","Cod Table","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-03-18T12:19:35.198000",5387.244824,"2035-03-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"7008","Cod Table","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-04-27T02:37:28.001461",4001.514927,"2035-04-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"7009","Cod Table","harborhalo603","Event.TransportEvent.TransponderPing","2035-02-18T19:26:29.109798",5798.385204,"2035-02-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"7010","Cod Table","harborhalo603","Event.TransportEvent.TransponderPing","2035-04-06T03:28:21.785271",6222.420108,"2035-04-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"7011","Cod Table","harborhalo603","Event.TransportEvent.TransponderPing","2035-04-06T15:42:18.847688",5650.348551,"2035-04-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"7012","Cod Table","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-02-20T03:35:27.615686",4974.459136,"2035-02-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"7013","Cod Table","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-07-12T09:21:59.525095",5123.641394,"2035-07-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"7014","Cod Table","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-11-03T00:21:55.456917",5608.594673,"2035-11-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"7015","Cod Table","freightfrontiers1bc","Event.TransportEvent.TransponderPing","2035-02-21T04:25:14.245434",5044.680997,"2035-02-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"7016","Cod Table","freightfrontiers1bc","Event.TransportEvent.TransponderPing","2035-09-05T19:40:38.279148",5146.83194,"2035-09-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"7017","Cod Table","transoceane48","Event.TransportEvent.TransponderPing","2035-02-22T01:24:19.339080",5007.614838,"2035-02-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"7018","Cod Table","transoceane48","Event.TransportEvent.TransponderPing","2035-04-10T12:24:07.055166",5113.024213,"2035-04-10",NA,"Entity.Vessel.CargoVessel",NA,NA
"7019","Cod Table","transoceane48","Event.TransportEvent.TransponderPing","2035-09-01T16:22:57.589768",5741.413612,"2035-09-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"7020","Cod Table","transoceane48","Event.TransportEvent.TransponderPing","2035-10-24T23:00:00",4532.050549,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7021","Cod Table","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-02-23T16:39:39.182293",5237.659834,"2035-02-23",NA,"Entity.Vessel.CargoVessel",NA,NA
"7022","Cod Table","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-05-03T16:22:26.493081",6328.179787,"2035-05-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"7023","Cod Table","harborhelios585","Event.TransportEvent.TransponderPing","2035-02-24T01:15:17.291152",6953.97296,"2035-02-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7024","Cod Table","harborhelios585","Event.TransportEvent.TransponderPing","2035-02-24T20:00:00",5183.066369,"2035-02-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7025","Cod Table","harborhelios585","Event.TransportEvent.TransponderPing","2035-10-17T10:58:47.275244",5860.09125,"2035-10-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"7026","Cod Table","harborhelios585","Event.TransportEvent.TransponderPing","2035-11-23T11:00:00",4836.035115,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA
"7027","Cod Table","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-02-28T04:30:54.760973",6195.102967,"2035-02-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"7028","Cod Table","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-03-22T06:28:36.474166",6310.41781,"2035-03-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"7029","Cod Table","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-08-16T03:29:29.341474",6012.993356,"2035-08-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"7030","Cod Table","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-08-29T02:30:33.939572",6158.949717,"2035-08-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"7031","Cod Table","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-10-20T02:11:44.631220",7285.633379,"2035-10-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"7032","Cod Table","transatlantic77d","Event.TransportEvent.TransponderPing","2035-03-03T04:00:00",5215.935938,"2035-03-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"7033","Cod Table","transatlantic77d","Event.TransportEvent.TransponderPing","2035-08-09T01:00:00",5850.695387,"2035-08-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"7034","Cod Table","transatlantic77d","Event.TransportEvent.TransponderPing","2035-09-24T11:30:07.549579",6238.548459,"2035-09-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7035","Cod Table","seasystem375","Event.TransportEvent.TransponderPing","2035-03-07T11:00:00",4991.21691,"2035-03-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"7036","Cod Table","seasystem375","Event.TransportEvent.TransponderPing","2035-04-05T05:42:49.368849",7160.4176,"2035-04-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"7037","Cod Table","seasystem375","Event.TransportEvent.TransponderPing","2035-04-06T01:00:00",5034.026048,"2035-04-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"7038","Cod Table","seasystem375","Event.TransportEvent.TransponderPing","2035-08-11T07:27:44.467859",6557.768638,"2035-08-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"7039","Cod Table","seasystem375","Event.TransportEvent.TransponderPing","2035-10-16T20:06:46.704364",6553.205564,"2035-10-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"7040","Cod Table","freightflux254","Event.TransportEvent.TransponderPing","2035-03-08T16:37:28.104641",6042.115019,"2035-03-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"7041","Cod Table","freightflux254","Event.TransportEvent.TransponderPing","2035-03-09T05:00:00",4761.971578,"2035-03-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"7042","Cod Table","freightfusion141","Event.TransportEvent.TransponderPing","2035-03-08T11:14:56.992798",7014.407422,"2035-03-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"7043","Cod Table","freightfusion141","Event.TransportEvent.TransponderPing","2035-03-09T00:00:00",5524.567429,"2035-03-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"7044","Cod Table","freightfusion141","Event.TransportEvent.TransponderPing","2035-07-26T11:27:45.769877",7599.941014,"2035-07-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"7045","Cod Table","freightfusion141","Event.TransportEvent.TransponderPing","2035-09-26T12:29:25.020136",6710.213207,"2035-09-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"7046","Cod Table","freightfusion141","Event.TransportEvent.TransponderPing","2035-09-27T01:00:00",5804.080509,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"7047","Cod Table","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-03-09T08:24:35.472908",5768.970318,"2035-03-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"7048","Cod Table","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-08-01T13:22:03.141265",4875.372412,"2035-08-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"7049","Cod Table","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-10-11T22:13:53.462242",5032.361717,"2035-10-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"7050","Cod Table","transglobal607c","Event.TransportEvent.TransponderPing","2035-03-13T12:01:18.339134",5040.397611,"2035-03-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"7051","Cod Table","transglobal607c","Event.TransportEvent.TransponderPing","2035-03-13T14:45:55.475947",4248.188325,"2035-03-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"7052","Cod Table","oceanicline3de","Event.TransportEvent.TransponderPing","2035-03-15T05:22:53.098333",6216.945628,"2035-03-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"7053","Cod Table","oceanicline3de","Event.TransportEvent.TransponderPing","2035-07-13T14:42:29.025003",6198.956908,"2035-07-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"7054","Cod Table","oceanicline3de","Event.TransportEvent.TransponderPing","2035-07-14T08:43:35.682541",4617.474815,"2035-07-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"7055","Cod Table","oceanicline3de","Event.TransportEvent.TransponderPing","2035-10-02T06:00:00",4363.554263,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"7056","Cod Table","oceanicoracle2bf2","Event.TransportEvent.TransponderPing","2035-03-14T03:40:33.924396",5124.189447,"2035-03-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"7057","Cod Table","oceanicoracle2bf2","Event.TransportEvent.TransponderPing","2035-05-04T05:28:58.780262",4896.182329,"2035-05-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"7058","Cod Table","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-03-16T04:28:30.411305",6274.683263,"2035-03-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"7059","Cod Table","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-04-05T11:00:00",5904.750109,"2035-04-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"7060","Cod Table","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-05-19T17:31:08.950590",6110.630553,"2035-05-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"7061","Cod Table","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-07-13T01:03:13.033369",7161.484324,"2035-07-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"7062","Cod Table","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-07-13T19:27:56.962039",6748.234639,"2035-07-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"7063","Cod Table","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-11-29T11:28:50.388074",7183.152629,"2035-11-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"7064","Cod Table","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-03-15T23:31:31.785158",7271.117437,"2035-03-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"7065","Cod Table","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-11-20T10:30:52.076550",6706.493914,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"7066","Cod Table","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-03-18T04:25:45.832954",5379.17934,"2035-03-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"7067","Cod Table","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-10-04T13:00:00",4950.966909,"2035-10-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"7068","Cod Table","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-03-20T01:27:22.144628",6432.422651,"2035-03-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"7069","Cod Table","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-06-07T19:25:53.985723",5787.212849,"2035-06-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"7070","Cod Table","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-08-30T03:23:48.217209",6359.878036,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA
"7071","Cod Table","oceanoptimum9f4","Event.TransportEvent.TransponderPing","2035-03-24T06:25:53.577606",5739.490523,"2035-03-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7072","Cod Table","oceanoptimum9f4","Event.TransportEvent.TransponderPing","2035-08-01T03:26:38.718681",5639.823469,"2035-08-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"7073","Cod Table","seasanctuary505","Event.TransportEvent.TransponderPing","2035-03-24T01:27:12.447867",5706.202826,"2035-03-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7074","Cod Table","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-03-27T15:25:12.052272",5810.435523,"2035-03-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"7075","Cod Table","cargocatalyst39a7","Event.TransportEvent.TransponderPing","2035-03-31T16:23:00.076139",5505.975811,"2035-03-31",NA,"Entity.Vessel.CargoVessel",NA,NA
"7076","Cod Table","harborhorizon6c6","Event.TransportEvent.TransponderPing","2035-03-30T20:23:07.552332",4863.120462,"2035-03-30",NA,"Entity.Vessel.CargoVessel",NA,NA
"7077","Cod Table","harborhorizon6c6","Event.TransportEvent.TransponderPing","2035-09-15T05:24:17.183374",5066.487384,"2035-09-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"7078","Cod Table","freightfrequencyfea","Event.TransportEvent.TransponderPing","2035-04-05T12:22:14.714789",5694.554752,"2035-04-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"7079","Cod Table","oceanicomnipotenta4a","Event.TransportEvent.TransponderPing","2035-04-05T19:01:28.915816",7093.728435,"2035-04-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"7080","Cod Table","cargocentric443e","Event.TransportEvent.TransponderPing","2035-04-07T10:20:02.506741",4639.033988,"2035-04-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"7081","Cod Table","seawayspectra490","Event.TransportEvent.TransponderPing","2035-04-11T12:00:00",4349.89636,"2035-04-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"7082","Cod Table","seawayspectra490","Event.TransportEvent.TransponderPing","2035-06-01T03:21:49.807506",4427.78136,"2035-06-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"7083","Cod Table","seawayspectra490","Event.TransportEvent.TransponderPing","2035-06-01T22:34:10.034147",4125.276281,"2035-06-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"7084","Cod Table","seawayspectra490","Event.TransportEvent.TransponderPing","2035-10-30T21:22:13.419367",4879.353234,"2035-10-30",NA,"Entity.Vessel.CargoVessel",NA,NA
"7085","Cod Table","seawaysynergy8489","Event.TransportEvent.TransponderPing","2035-04-14T02:12:48.574364",6787.308361,"2035-04-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"7086","Cod Table","seawaysynergy8489","Event.TransportEvent.TransponderPing","2035-04-14T20:00:00",5535.840596,"2035-04-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"7087","Cod Table","freightfrequency5f65","Event.TransportEvent.TransponderPing","2035-04-19T14:29:28.568559",6948.481011,"2035-04-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"7088","Cod Table","freightfrequency5f65","Event.TransportEvent.TransponderPing","2035-08-03T17:28:48.220402",7597.837664,"2035-08-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"7089","Cod Table","seawaysavvy9847","Event.TransportEvent.TransponderPing","2035-04-18T17:29:50.957605",5895.466723,"2035-04-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"7090","Cod Table","vesselvortex355","Event.TransportEvent.TransponderPing","2035-04-21T07:29:44.021384",6350.34082,"2035-04-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"7091","Cod Table","seawaysage5ce","Event.TransportEvent.TransponderPing","2035-04-21T19:22:54.913264",5742.939251,"2035-04-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"7092","Cod Table","seawaysage5ce","Event.TransportEvent.TransponderPing","2035-08-24T09:25:28.953404",5163.630252,"2035-08-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7093","Cod Table","maritimemastersd93","Event.TransportEvent.TransponderPing","2035-04-20T17:29:46.909229",6569.230496,"2035-04-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"7094","Cod Table","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-04-27T20:40:02.800017",5356.452282,"2035-04-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"7095","Cod Table","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-05-18T05:21:29.374112",4660.387975,"2035-05-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"7096","Cod Table","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-07-05T16:00:00",3681.692399,"2035-07-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"7097","Cod Table","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-08-15T16:30:00",4935.962873,"2035-08-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"7098","Cod Table","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-10-12T08:00:00",3795.232049,"2035-10-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"7099","Cod Table","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-11-12T15:20:05.609955",4782.886715,"2035-11-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"7100","Cod Table","freightfountaind90","Event.TransportEvent.TransponderPing","2035-05-03T18:22:29.767594",5644.649544,"2035-05-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"7101","Cod Table","freightfountaind90","Event.TransportEvent.TransponderPing","2035-06-19T01:00:00",4266.098104,"2035-06-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"7102","Cod Table","seasolutions4d5","Event.TransportEvent.TransponderPing","2035-05-03T18:22:34.888552",5776.469948,"2035-05-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"7103","Cod Table","seasolutions4d5","Event.TransportEvent.TransponderPing","2035-09-07T11:04:57.009969",5368.529072,"2035-09-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"7104","Cod Table","seasolutions4d5","Event.TransportEvent.TransponderPing","2035-09-08T03:00:00",4782.371601,"2035-09-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"7105","Cod Table","cargocatalystb02","Event.TransportEvent.TransponderPing","2035-05-04T09:31:58.159878",4313.662449,"2035-05-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"7106","Cod Table","shipmatrix9b4","Event.TransportEvent.TransponderPing","2035-05-12T06:24:35.442912",6134.197469,"2035-05-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"7107","Cod Table","vesselvictoryafd","Event.TransportEvent.TransponderPing","2035-05-12T04:22:28.110727",5247.742779,"2035-05-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"7108","Cod Table","vesselvictoryafd","Event.TransportEvent.TransponderPing","2035-10-27T02:17:06.459886",5324.384977,"2035-10-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"7109","Cod Table","vesselvictoryafd","Event.TransportEvent.TransponderPing","2035-10-27T17:33:48.934709",4349.043872,"2035-10-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"7110","Cod Table","maritimemover13f","Event.TransportEvent.TransponderPing","2035-05-17T12:21:43.885780",5425.370779,"2035-05-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"7111","Cod Table","maritimemover13f","Event.TransportEvent.TransponderPing","2035-06-22T01:21:02.126652",4670.768553,"2035-06-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"7112","Cod Table","maritimemover13f","Event.TransportEvent.TransponderPing","2035-08-29T23:34:53.213468",4061.127292,"2035-08-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"7113","Cod Table","harborhavenf91","Event.TransportEvent.TransponderPing","2035-05-17T16:25:01.832632",6441.167203,"2035-05-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"7114","Cod Table","harborhavenf91","Event.TransportEvent.TransponderPing","2035-09-05T22:27:52.481017",6302.982637,"2035-09-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"7115","Cod Table","harborhavenf91","Event.TransportEvent.TransponderPing","2035-11-21T22:29:29.258046",6658.999753,"2035-11-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"7116","Cod Table","aquatransit6bc","Event.TransportEvent.TransponderPing","2035-05-24T14:14:25.550921",6130.16421,"2035-05-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7117","Cod Table","aquatransit6bc","Event.TransportEvent.TransponderPing","2035-05-25T10:43:32.813663",4848.861937,"2035-05-25",NA,"Entity.Vessel.CargoVessel",NA,NA
"7118","Cod Table","vesselvictory3738","Event.TransportEvent.TransponderPing","2035-05-28T07:29:01.583724",5033.882119,"2035-05-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"7119","Cod Table","vesselvictory3738","Event.TransportEvent.TransponderPing","2035-05-28T23:00:00",3806.493528,"2035-05-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"7120","Cod Table","vesselvistad0c","Event.TransportEvent.TransponderPing","2035-06-03T12:32:54.080985",6888.164086,"2035-06-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"7121","Cod Table","vesselvistad0c","Event.TransportEvent.TransponderPing","2035-07-25T06:00:00",6277.600633,"2035-07-25",NA,"Entity.Vessel.CargoVessel",NA,NA
"7122","Cod Table","nauticalnexus6cc","Event.TransportEvent.TransponderPing","2035-06-06T17:24:24.163696",5892.003417,"2035-06-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"7123","Cod Table","nauticalnucleus107c4","Event.TransportEvent.TransponderPing","2035-06-15T08:20:55.912751",4430.33364,"2035-06-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"7124","Cod Table","seasentry1d3","Event.TransportEvent.TransponderPing","2035-07-21T16:25:18.551957",6468.862066,"2035-07-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"7125","Cod Table","harborhorizon10ecb","Event.TransportEvent.TransponderPing","2035-07-23T21:29:20.091776",5887.840335,"2035-07-23",NA,"Entity.Vessel.CargoVessel",NA,NA
"7126","Cod Table","nauticalnirvana874","Event.TransportEvent.TransponderPing","2035-07-26T11:23:46.559357",5058.969261,"2035-07-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"7127","Cod Table","nauticalnirvana874","Event.TransportEvent.TransponderPing","2035-10-24T02:22:05.422047",5029.213191,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"7128","Cod Table","seasentinel24e","Event.TransportEvent.TransponderPing","2035-07-27T02:39:58.882466",5411.851051,"2035-07-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"7129","Cod Table","seasentinel24e","Event.TransportEvent.TransponderPing","2035-10-25T00:28:48.118163",5832.467696,"2035-10-25",NA,"Entity.Vessel.CargoVessel",NA,NA
"7130","Cod Table","seasentry2e28","Event.TransportEvent.TransponderPing","2035-07-26T23:25:01.689370",6402.42159,"2035-07-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"7131","Cod Table","blueharbor2c1","Event.TransportEvent.TransponderPing","2035-07-28T09:27:16.792738",5614.946172,"2035-07-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"7132","Cod Table","blueharbor2c1","Event.TransportEvent.TransponderPing","2035-09-12T02:00:00",5019.233075,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"7133","Cod Table","blueharbor2c1","Event.TransportEvent.TransponderPing","2035-10-26T20:26:49.018093",6090.661632,"2035-10-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"7134","Cod Table","maritimemagnitude2e9","Event.TransportEvent.TransponderPing","2035-08-05T14:24:25.713496",6096.63346,"2035-08-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"7135","Cod Table","seasphere38e","Event.TransportEvent.TransponderPing","2035-08-06T17:54:01.256441",4987.567401,"2035-08-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"7136","Cod Table","seasphere38e","Event.TransportEvent.TransponderPing","2035-10-21T02:21:54.270829",4732.597552,"2035-10-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"7137","Cod Table","nauticalnimbusa99","Event.TransportEvent.TransponderPing","2035-08-21T17:00:00",4063.319269,"2035-08-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"7138","Cod Table","maritimemomentumfab","Event.TransportEvent.TransponderPing","2035-09-10T23:30:00",5534.103454,"2035-09-10",NA,"Entity.Vessel.CargoVessel",NA,NA
"7139","Cod Table","harborharmonyfc9","Event.TransportEvent.TransponderPing","2035-09-14T23:26:16.750047",5926.647144,"2035-09-14",NA,"Entity.Vessel.CargoVessel",NA,NA
